NAME,MSINI,RA,DEC,A,PER,ECC,OM,T0,MSTAR,STAR,RSTAR,TEFF
HD 60532 b,1.0348,7.567558333,-22.29618056,0.759258,201.3,0.28,351.9,2453987,1.44,HD 60532,2.35065,6095
HAT-P-11 b,0.0825071,19.84726111,48.08029444,0.0525443,4.8878162,0.198,355.2,2454609.801,0.81,HAT-P-11,0.75,4780
Kepler-406 b,0.0199895,19.45653639,44.96822222,0.0361437,2.42629,0,90,,1.07,Kepler-406,1.07,5538
Kepler-171 b,,19.78478889,41.75553889,0.0506781,4.166972,,90,2455002.714,,Kepler-171,0.839,5642
Kepler-330 b,,19.22983056,44.80168056,0.0799685,8.25978,,90,2454986.983,,Kepler-330,0.722,5117
HD 104067 b,0.185935,11.98608889,-20.35275,0.264333,55.806,0,90,2454043.15,0.791,HD 104067,0.858425,4969
Kepler-229 b,,19.1333,48.37578889,0.0664249,6.252972,,90,2455004.299,,Kepler-229,0.728,5120
Kepler-144 c,,18.79438056,42.77551111,0.0914719,10.104665,,90,2454968.553,,Kepler-144,1.235,6075
HD 20794 b,0.00848679,3.33145,-43.07155,0.120738,18.315,0,0,2454774.806,0.7,HD 20794,1.22683,5401
Kepler-94 b,,18.74630556,47.49694444,0.033677,2.50806,0,,,0.81,Kepler-94,0.76,4781
Kepler-115 c,,19.84746111,45.26192222,0.0846204,8.990889,,90,2454969.738,,Kepler-115,1.205,5979
Kepler-320 c,,19.54756944,46.17513056,0.134093,17.934937,,90,2454971.218,,Kepler-320,1.108,6435
HD 195019 b,3.57989,20.47178333,18.76963333,0.136688,18.20132,0.0138,231,2451015.5,1.025,HD 195019,1.34728,5788.16
Kepler-274 c,,19.52818056,38.47728056,0.202153,33.197861,,90,2454975.1,,Kepler-274,1.007,6023
GJ 832 b,0.644279,21.55945,-49.00701667,3.4032,3416,0.12,304,2451211,0.45,GJ 832,,
Kepler-26 e,,18.99606944,46.56653889,0.254259,46.827915,,90,2454969.743,,Kepler-26,0.571,4486
GJ 667 C b,0.0174951,17.31634389,-34.99683333,0.0504277,7.1999,0.15,12,2454446.1,0.33,GJ 667 C,,3350
Kepler-254 d,,19.21098056,45.81651111,0.138108,18.746477,,90,2454980.129,,Kepler-254,0.91,5957
CoRoT-19 b,1.10724,6.468905278,-0.170694444,0.0516604,3.89713,0.047,,,1.21,CoRoT-19,1.65,6090
Kepler-264 b,,19.46963889,37.37623889,0.231966,40.806231,,90,2454988.712,,Kepler-264,1.55,6158
Kepler-122 c,,19.40746111,39.94911111,0.105218,12.465988,,90,2454967.003,,Kepler-122,1.216,6050
Kepler-142 b,,19.67458889,48.48128056,0.0313162,2.024152,,90,2455003.495,,Kepler-142,1.269,5790
alpha Ari b,1.71662,2.119525,23.46277778,1.1296,380,0.25,89.16,2451213.52,1.33,alpha Ari,13.7883,4513
Kepler-240 c,,19.41058056,40.75026944,0.0779794,7.953528,,90,2455007.662,,Kepler-240,0.739,4985
61 Vir b,0.016075,13.30693611,-18.30861111,0.05006,4.215,0.12,105,2453367.222,0.942,61 Vir,0.978547,5571
Kepler-298 b,,18.86931944,48.82536111,0.0936962,10.475464,,90,2454985.642,,Kepler-298,0.582,4465
HD 210702 b,1.86459,22.19759167,16.04059722,1.17218,354.29,0.036,282.3,2454142.6,1.71,HD 210702,5.17,5000
Kepler-363 d,,18.87946944,41.30538889,0.102192,11.932125,,90,2454975.105,,Kepler-363,1.485,5593
HAT-P-4 b,0.671507,15.33275556,36.22963889,0.0443853,3.056536,0,90,2454245.815,1.248,HAT-P-4,1.596,5860
HAT-P-21 b,4.07346,11.41833,41.02794444,0.0494951,4.124481,0.228,309,2454995.014,0.947,HAT-P-21,1.105,5588
Kepler-215 d,,19.6649,45.21368889,0.192566,30.864423,,90,2455005.933,,Kepler-215,1.027,5739
Kepler-232 c,,19.72108056,51.12173889,0.0990113,11.379349,,90,2454966.85,,Kepler-232,0.968,5847
Kepler-346 b,,19.20078889,46.11761111,0.0682408,6.511127,,90,2454964.706,,Kepler-346,1.021,6033
Kepler-330 c,,19.22983056,44.80168056,0.124035,15.955387,,90,2454976.304,,Kepler-330,0.722,5117
alpha Cen B b,0.00354639,14.66094167,-60.83948056,0.0418506,3.2357,0,0,2455280.17,0.934,alpha Cen B,0.91,5214
mu Ara b,1.74552,17.73575556,-51.83358889,1.5273,643.25,0.128,22,2452365.6,1.147,mu Ara,1.25035,5784.28
WASP-45 b,1.00188,0.349165834,-35.99827778,0.0405459,3.1260876,0,90,2455441.269,0.909,WASP-45,0.945,5140
HD 73526 c,2.4209,8.621258334,-41.31949444,1.02831,377.8,0.14,13,2451126.076,1.014,HD 73526,1.45542,5583.74
Kepler-382 c,,19.94241111,45.86993056,0.103505,12.162701,,90,2454970.533,,Kepler-382,0.945,5600
Kepler-333 c,,19.48573889,40.91358889,0.163234,24.08821,,90,2454967.425,,Kepler-333,0.534,4259
Kepler-17 b,2.47651,19.89301833,47.815,0.0267923,1.4857108,0,90,2455185.678,1.16,Kepler-17,1.05,5781
14 Her b,5.21486,16.17339167,43.81836944,2.93362,1773.4,0.369,22.6,2451372.7,1.066,14 Her,0.912364,5387.61
HAT-P-33 b,0.762345,7.545616111,33.83502778,0.0499317,3.474474,0,0,2455100.545,1.375,HAT-P-33,1.637,6446
Kepler-166 c,,19.54401111,48.88118889,0.206443,34.260281,,90,2455016.227,,Kepler-166,0.742,5413
HIP 79431 b,2.11299,16.2116,-18.87499167,0.358346,111.7,0.29,287.4,2454980.3,0.49,HIP 79431,,3191
HD 171238 b,2.60901,18.57880278,-28.07204722,2.54268,1523,0.4,47,2455062,0.943,HD 171238,1.05059,5467
Kepler-272 c,,19.94183056,47.59383056,0.0650321,6.057342,,90,2454968.925,,Kepler-272,0.929,5297
Kepler-157 c,,19.40648056,38.87561111,0.111181,13.5405,,90,2455004.68,,Kepler-157,1.044,5774
HIP 5158 b,1.42633,1.100533333,-22.45289167,0.887919,345.72,0.52,252,2454580.49,0.78,HIP 5158,0.986271,4962
Kepler-308 c,,19.71901111,40.43955,0.121047,15.38231,,90,2454972.083,,Kepler-308,0.941,5895
WASP-46 b,2.08495,21.24912806,-55.87177778,0.0244921,1.43037,0,90,2455392.316,0.956,WASP-46,0.917,5620
Kepler-157 b,,19.40648056,38.87561111,0.028229,1.732342,,90,2454967.53,,Kepler-157,1.044,5774
GJ 849 b,0.830886,22.16102222,-4.640680556,2.35317,1882,0.04,355,2451488,0.49,GJ 849,,
Kepler-52 d,,19.11586944,49.97575,0.215129,36.445171,,90,2454984.601,,Kepler-52,0.556,4263
Kepler-197 c,,19.68176111,50.55898056,0.0929448,10.349695,,90,2455007.064,,Kepler-197,1.12,6004
Kepler-163 b,,19.66685,46.98733056,0.0770446,7.810937,,90,2454965.304,,Kepler-163,0.917,5776
Kepler-121 c,,19.07746944,39.678,0.23273,41.008011,,90,2454980.035,,Kepler-121,0.701,5311
Kepler-191 b,,19.41223056,45.32316944,0.0904732,9.939632,,90,2454964.585,,Kepler-191,0.789,5282
Kepler-123 b,,19.79991111,42.78196111,0.130568,17.232366,,90,2454968.091,,Kepler-123,1.264,6089
Kepler-320 b,,19.54756944,46.17513056,0.0806883,8.371554,,90,2454970.677,,Kepler-320,1.108,6435
HAT-P-1 b,0.531143,22.96300694,38.67494444,0.0553326,4.4652934,0,90,2454363.947,1.133,HAT-P-1,1.135,5975
Kepler-186 f,,19.91018056,43.95501944,0.392576,129.9459,0.01,270,2454944.845,0.478,Kepler-186,0.472,3788
Kepler-201 b,,19.57506944,41.27281944,0.170313,25.672083,,90,2455025.097,,Kepler-201,1.229,6065
OGLE2-TR-L9 b,4.50213,11.13199472,-61.14625,0.0413279,2.4855335,0,90,2454492.798,1.52,OGLE2-TR-L9,1.53,6933
Kepler-54 b,,19.65159583,43.05627778,0.0626016,8.0109434,,,,0.51,Kepler-54,0.5,3705
Kepler-355 c,,19.0533,42.81178056,0.170712,25.762294,,90,2454980.705,,Kepler-355,1.066,6184
Kepler-375 c,,19.24118889,48.09841111,0.144132,19.986326,,90,2454968.523,,Kepler-375,0.837,5826
Kepler-137 b,,18.80903889,43.0391,0.0811044,8.436387,,90,2455012.886,,Kepler-137,0.802,5187
Kepler-85 d,,19.39823056,45.29031944,0.133985,17.91323,,90,2454968.538,,Kepler-85,0.893,5436
Kepler-224 c,,19.39561944,47.3576,0.0640814,5.925003,,90,2455002.715,,Kepler-224,0.676,5018
WASP-22 b,0.559004,3.521201111,-23.81969444,0.0468682,3.53269,0.023,27,2454779.641,1.1,WASP-22,1.13,6000
WASP-2 b,0.904818,20.51503611,6.429527778,0.0312729,2.1522254,0,90,2453991.514,0.88,WASP-2,0.84,5200
Kepler-392 b,,19.24405,43.36808056,0.0598046,5.341853,,90,2454969.301,,Kepler-392,1.129,5938
Kepler-247 c,,19.24283056,43.03928889,0.087412,9.439452,,90,2455010.185,,Kepler-247,0.768,5100
HD 164922 b,0.357927,18.04183611,26.31446667,2.10091,1155,0.05,195,2451100,0.927,HD 164922,0.899472,5385.36
Kepler-271 b,,18.86686111,44.28423056,0.0588746,5.217738,,90,2454967.82,,Kepler-271,0.88,5524
Kepler-30 c,,19.01891,38.94727778,0.300013,60.3231,0.0111,311,2455334.736,0.99,Kepler-30,0.95,5498
Kepler-190 c,,19.23893889,44.7338,0.0473476,3.763024,,90,2454965.595,,Kepler-190,0.795,5106
tau Gru b,1.2147,22.89381667,-48.59808889,2.51797,1311,0.07,100,2450870,1.238,tau Gru,1.54911,5999.24
WASP-34 b,0.581308,11.02663722,-23.86063889,0.0520747,4.3176782,0.038,319.8,2454646.033,1.01,WASP-34,0.93,5700
Kepler-397 c,,19.72626944,42.38045,0.516293,135.498527,,90,2455066.69,,Kepler-397,0.767,5307
HD 96063 b,1.14167,11.07901111,-2.513175,1.11312,361.1,0,90,2455260,1.41,HD 96063,3.66196,5131
HAT-P-22 b,2.14822,10.37877472,50.12833333,0.0414094,3.21222,0.016,156,2454930.794,0.916,HAT-P-22,1.04,5302
Kepler-221 b,,19.77698056,46.83526944,0.0388408,2.795906,,90,2454965.729,,Kepler-221,0.821,5243
CoRoT-7 b,0.0137858,6.730408334,-1.063027778,0.0171898,0.85359163,0,90,2454398.077,0.93,CoRoT-7,0.87,5275
HD 5608 b,1.47372,0.970608333,33.95105833,1.98519,792.6,0.19,269,2452327,1.66,HD 5608,5.5,4911
Kepler-172 e,,18.89123056,41.82186111,0.209877,35.118736,,90,2454985.119,,Kepler-172,1.085,5526
Kepler-178 b,,19.14006944,46.89648056,0.0882572,9.576694,,90,2455009.681,,Kepler-178,1.066,5676
Kepler-147 c,,19.19838056,39.08718056,0.203039,33.416423,,90,2455004.334,,Kepler-147,1.468,6012
HATS-1 b,1.85957,11.70168889,-23.35483333,0.0444708,3.446459,0.12,123.417,2455241.542,0.986,HATS-1,1.038,5870
Kepler-378 c,,19.66323889,46.43863889,0.184331,28.906009,,90,2454991.822,,Kepler-378,0.671,4661
HD 80606 b,3.89024,9.377091666,50.60370556,0.447343,111.4367,0.934,300.6,2454424.857,0.958,HD 80606,0.98,5572.51
Kepler-158 b,,18.93548056,39.78133056,0.127912,16.709184,,90,2455007.756,,Kepler-158,0.624,4623
Kepler-45 b,0.510798,19.52485972,41.06425,0.0298817,2.455239,0.11,230,2455001.441,0.59,Kepler-45,0.55,3820
Kepler-68 b,0.0187967,19.40215667,49.04025,0.0617749,5.398763,0,90,2455006.857,1.079,Kepler-68,1.243,5793
Kepler-308 b,,19.71901111,40.43955,0.0889821,9.694928,,90,2455015.456,,Kepler-308,0.941,5895
WASP-78 b,0.877779,4.250418056,-22.11641667,0.0361391,2.17517656,0,90,2455882.359,1.33,WASP-78,2.2,6100
Kepler-108 c,,19.63728056,46.06233056,0.647542,190.323494,,90,2455145.673,,Kepler-108,2.192,5854
HD 86264 b,6.62738,9.949402777,-15.89496111,2.84117,1475,0.7,306,2455172,1.4,HD 86264,1.49917,6326
Kepler-266 c,,19.63228889,44.16691111,0.443078,107.723601,,90,2455187.183,,Kepler-266,1.028,5885
Kepler-239 c,,19.61348056,40.66341111,0.287238,56.228098,,90,2454965.288,,Kepler-239,0.763,4914
HD 82943 c,1.58936,9.580758333,-12.12912222,0.742283,219.3,0.425,133,2451851,1.133,HD 82943,1.09738,5997.1
Kepler-205 c,,19.01913889,41.86116944,0.145668,20.306546,,90,2455005.656,,Kepler-205,0.546,4321
Kepler-319 b,,19.25413056,39.77066111,0.0522529,4.362705,,90,2454968.231,,Kepler-319,0.903,5526
Kepler-162 c,,19.81858889,43.72401944,0.141525,19.446355,,90,2455003.102,,Kepler-162,0.958,5816
Kepler-126 c,,19.28981944,44.20851111,0.153051,21.869741,,90,2454973.292,,Kepler-126,1.358,6239
Kepler-384 c,,19.06841111,44.78286944,0.248874,45.348269,,90,2454975.251,,Kepler-384,0.882,5577
iota Hor b,2.04683,2.709211111,-50.80082778,0.92376,302.8,0.14,346,2451227,1.145,iota Hor,1.21047,6097.36
HD 37124 d,0.68665,5.617372222,20.73180833,2.80658,1862,0.16,0,2448558,0.85,HD 37124,0.772275,5500.24
HD 192263 b,0.639382,20.2333,-0.867513889,0.152945,24.3556,0.055,200,2450994.3,0.804,HD 192263,0.7401,4975.16
HD 204313 b,3.50088,21.47005,-21.72559444,3.07131,1920.1,0.23,298,2452111.6,1.045,HD 204313,1.12584,5767
Kepler-212 c,,19.17471944,43.14165,0.196459,31.805174,,90,2455023.248,,Kepler-212,1.455,5852
Kepler-53 c,,19.36411833,40.56244444,0.221868,38.5583038,,,,0.98,Kepler-53,0.89,5858
Kepler-321 b,,19.63026111,44.14596944,0.0565776,4.915379,,90,2454965.695,,Kepler-321,1.194,5740
Kepler-402 d,,19.22468056,43.35461111,0.0841819,8.921099,,90,2454970.491,,Kepler-402,1.264,6090
Kepler-339 d,,19.55678056,48.44463889,0.0941898,10.558345,,90,2454969.347,,Kepler-339,0.802,5631
Kepler-407 b,0,19.06908972,49.6145,0.0149747,0.6693109,0,90,,1,Kepler-407,0.1,5476
TrES-3 b,1.87299,17.86861667,37.54616667,0.0227178,1.30619,0,90,2454185.91,0.915,TrES-3,0.812,5650
Kepler-188 b,,18.75198056,44.31553056,0.0317043,2.061897,,90,2454966.199,,Kepler-188,1.141,6021
HIP 14810 b,3.87441,3.187286111,21.09748889,0.0692271,6.673859,0.142483,159.48,2453988.253,0.99,HIP 14810,1.31998,5485
Kepler-10 c,,19.04529528,50.24130556,0.239651,45.29485,,90,2454971.686,0.895,Kepler-10,1.056,5627
HD 90156 b,0.0565295,10.39869444,-29.64577222,0.249855,49.77,0.31,113,2454775.1,0.84,HD 90156,0.920961,5599
Kepler-259 c,,19.21413056,46.615,0.217013,36.924931,,90,2455007.223,,Kepler-259,0.898,5938
Kepler-304 d,,19.62945,40.55758889,0.0887283,9.653471,,90,2454967.856,,Kepler-304,0.687,4731
Kepler-150 e,,19.21561111,40.5209,0.192408,30.826557,,90,2454986.01,,Kepler-150,0.939,5560
Kepler-218 c,,19.69418889,46.26646944,0.246495,44.699576,,90,2455007.822,,Kepler-218,1.063,5502
Pr 211 b,1.84394,8.703192222,19.27702778,0.0320419,2.1451,0,90,2456013.989,0.952,Pr 211,0.868,5326
Kepler-203 b,,19.806,41.38803056,0.0421675,3.162697,,90,2455002.642,,Kepler-203,1.114,5821
Kepler-6 b,0.668332,19.78915028,48.23994444,0.0456089,3.234723,0,90,2454954.486,1.209,Kepler-6,1.391,5647
Kepler-244 d,,19.14951111,42.30136944,0.14444,20.050401,,90,2455021.087,,Kepler-244,0.803,5554
24 Sex c,1.51716,10.39120278,-0.902161111,2.24032,910,0.412,352,2454941,1.81,24 Sex,3.92062,5069
Kepler-358 b,,19.54868056,48.28136944,0.20564,34.060467,,90,2454974.363,,Kepler-358,0.954,5908
Kepler-373 c,,19.29253056,50.59705,0.127997,16.725948,,90,2454976.749,,Kepler-373,0.845,5787
HD 60532 c,2.46312,7.567558333,-22.29618056,1.57999,604,0.02,151,2453732,1.44,HD 60532,2.35065,6095
Kepler-299 b,,18.88046111,48.5805,0.0400468,2.927128,,90,2454966.829,,Kepler-299,1.032,5617
Kepler-140 c,,19.15796944,46.76821944,0.396968,91.353282,,90,2455022.606,,Kepler-140,1.288,6077
Kepler-23 d,,19.6146,49.47921944,0.12048,15.274299,,90,2454980.583,,Kepler-23,1.548,5828
Kepler-89 c,,19.82220389,41.89111111,0.101317,10.423648,0.43,,,1.277,Kepler-89,1.52,6182
HD 68988 b,1.79992,8.306116667,61.46064444,0.0692771,6.27711,0.1249,31.4,2451548.84,1.124,HD 68988,1.10962,5960.48
Kepler-84 b,,19.88346972,40.49605556,0.08295,8.726,,,,1,Kepler-84,1.43,5755
HAT-P-26 b,0.0586313,14.21042694,4.060027777,0.0478684,4.234516,0.124,54,2455304.319,0.816,HAT-P-26,0.788,5079
Kepler-292 f,,19.71773889,42.42428056,0.148181,20.834237,,90,2455019.032,,Kepler-292,0.826,5299
Kepler-20 e,,19.17986778,42.33869444,0.063351,6.098493,0,,2454968.934,0.912,Kepler-20,0.944,5466
Kepler-296 d,,19.10266944,49.43733056,0.143477,19.850242,,90,2454966.651,,Kepler-296,0.557,4249
HD 149143 b,1.32811,16.54751667,2.085038889,0.0530508,4.072,0.016,0,2453483.9,1.2,HD 149143,1.71219,5884
Kepler-62 d,,18.88084972,45.34986111,0.119499,18.16406,0.0948683,108.435,2455014.579,0.69,Kepler-62,0.64,4925
HD 79498 b,1.34632,9.252633333,23.37592778,3.13296,1966.1,0.59,221,2453210.9,1.06,HD 79498,1.12815,5740
Kepler-89 e,0.0986881,19.82220389,41.89111111,0.304548,54.32031,0.019,,,1.277,Kepler-89,1.52,6182
Kepler-298 d,,18.86931944,48.82536111,0.355666,77.473633,,90,2455017.247,,Kepler-298,0.582,4465
Kepler-269 b,,19.34768056,41.77596944,0.0596916,5.326718,,90,2455190.122,,Kepler-269,0.959,5847
Kepler-248 b,,19.53743056,43.58136111,0.0668155,6.308205,,90,2455007.047,,Kepler-248,0.831,5190
HD 181433 c,0.640416,19.41941667,-66.46937222,1.75604,962,0.28,21.4,2453235,0.78,HD 181433,1.00831,4962
70 Vir b,7.46144,13.473875,13.78018889,0.483601,116.6884,0.4007,358.71,2447239.82,1.101,70 Vir,1.59775,5544.6
HD 102365 b,0.0509774,11.775625,-40.50133333,0.463328,122.1,0.34,105,2450129,0.89,HD 102365,0.828702,5630
BD -08 2823 b,0.045941,10.01331667,-9.516741667,0.0558236,5.6,0.15,30,2454637.7,0.74,BD -08 2823,1.27853,4746
Kepler-160 b,,19.1849,42.86928056,0.0518266,4.309427,,90,2454967.033,,Kepler-160,0.884,5857
CoRoT-11 b,2.33146,18.71248611,5.937694444,0.0440549,2.99433,0,90,2454597.679,1.27,CoRoT-11,1.37,6440
Kepler-369 c,,19.57828056,47.90846111,0.118353,14.871572,,90,2454970.691,,Kepler-369,0.471,3591
Kepler-142 d,,19.67458889,48.48128056,0.235751,41.809118,,90,2454981.699,,Kepler-142,1.269,5790
Kepler-398 b,,19.43123889,40.34385,0.0499821,4.081423,,90,2454966.858,,Kepler-398,0.613,4493
Kepler-299 d,,18.88046111,48.5805,0.119323,15.054786,,90,2454977.586,,Kepler-299,1.032,5617
GJ 436 b,0.0725512,11.70291944,26.70854722,0.0287188,2.64385,0.16,351,2451551.716,0.452,GJ 436,0.464,3350
Kepler-142 c,,19.67458889,48.48128056,0.0553921,4.761702,,90,2455003.335,,Kepler-142,1.269,5790
Kepler-181 c,,19.74343056,50.09581111,0.0517683,4.302149,,90,2455006.437,,Kepler-181,0.749,5333
Kepler-364 b,,18.77133056,47.39868889,0.170638,25.745718,,90,2454968.951,,Kepler-364,1.284,6108
Kepler-173 c,,19.64311111,41.88411111,0.0783205,8.005777,,90,2455003.503,,Kepler-173,0.949,6031
Kepler-290 b,,19.094,42.68155,0.11685,14.589347,,90,2454974.934,,Kepler-290,0.743,5147
WASP-37 b,1.79324,14.79626667,1.064944444,0.0446312,3.577469,0,90,2455338.619,0.925,WASP-37,1.003,5800
Kepler-223 c,,19.88788889,47.27948889,0.0899174,9.848183,,90,2454971.387,,Kepler-223,1.017,5829
HD 6718 b,1.5591,1.130152778,-8.233752778,3.55427,2496,0.1,286,2454357,0.96,HD 6718,0.956629,5746
Kepler-224 e,,19.39561944,47.3576,0.137602,18.643577,,90,2454974.625,,Kepler-224,0.676,5018
Kepler-322 c,,18.75658889,44.29523889,0.0520493,4.337234,,90,2454965.85,,Kepler-322,0.89,5388
HD 33636 b,9.26951,5.196205556,4.403872222,3.26519,2127.7,0.4805,339.5,2451205.8,1.017,HD 33636,1.03374,5904.28
Kepler-163 c,,19.66685,46.98733056,0.150603,21.347262,,90,2455004.736,,Kepler-163,0.917,5776
HAT-P-40 b,0.619927,22.36752722,45.45733333,0.060845,4.457243,0,90,2455813.176,1.512,HAT-P-40,2.206,6080
HD 240237 b,5.31949,23.26172778,58.04325278,1.91887,745.7,0.4,108.1,2454292,1.69,HD 240237,,4361
Kepler-169 f,,19.06666111,40.91931944,0.38452,87.090195,,90,2455020.318,,Kepler-169,0.763,4997
Kepler-283 b,,19.57425,47.839,0.0968462,11.008151,,90,2454976.226,,Kepler-283,0.566,4351
rho CrB b,1.06409,16.01744444,33.30538889,0.225692,39.8449,0.057,303,2450563.2,0.965,rho CrB,1.10084,5822.58
Kepler-214 b,,18.98366111,44.95603056,0.122502,15.660544,,90,2454979.349,,Kepler-214,1.352,6169
Kepler-314 b,,19.64493889,42.07558056,0.0356743,2.461069,,90,2454966.314,,Kepler-314,0.95,5378
Kepler-188 c,,18.75198056,44.31553056,0.0645963,5.996553,,90,2455005.503,,Kepler-188,1.141,6021
Kepler-233 b,,19.75776944,51.31951944,0.0813349,8.472382,,90,2455007.162,,Kepler-233,0.758,5360
Kepler-118 b,,19.94753889,41.42483056,0.0751093,7.518496,,90,2454965.537,,Kepler-118,1.094,5274
Kepler-110 b,,19.52861111,48.60281111,0.106481,12.691112,,90,2454970.123,,Kepler-110,1.149,5960
HD 11977 b,7.40012,1.915558333,-67.64748056,2.063,711,0.4,351.5,2451420,2.31,HD 11977,8.14661,5067
HD 73534 b,1.06828,8.654408333,12.96060278,3.0184,1770,0.074,12,2456450,1.17,HD 73534,2.90137,4884
Kepler-195 b,,19.20806111,47.96666944,0.0802786,8.307872,,90,2455004.171,,Kepler-195,0.775,5329
Kepler-50 c,,19.20672694,50.03372222,0.0932375,9.3761368,,,,1.23,Kepler-50,1.88,6058
HD 164604 b,2.6885,18.05193056,-28.56055,1.30299,606.4,0.24,51,2452674,0.8,HD 164604,,
Kepler-359 b,,19.55291111,42.19635,0.169831,25.563222,,90,2455208.284,,Kepler-359,1.086,6248
Kepler-359 d,,19.55291111,42.19635,0.354508,77.095691,,90,2455035.674,,Kepler-359,1.086,6248
Kepler-115 b,,19.84746111,45.26191944,0.0351175,2.403679,,90,2454967.728,,Kepler-115,1.205,5979
HD 37124 c,0.648109,5.617372222,20.73180833,1.70993,885.5,0.125,53,2449534,0.85,HD 37124,0.772275,5500.24
HD 217107 c,2.61546,22.97098333,-2.395347222,5.33414,4270,0.517222,198.598,2451106.321,1.108,HD 217107,1.5,5704.36
HD 74156 b,1.77342,8.706975,4.578586111,0.291535,51.638,0.63,174,2450793.3,1.238,HD 74156,1.345,6067.98
Kepler-180 b,,19.70476111,49.77458056,0.11269,13.817124,,90,2454968.04,,Kepler-180,1.063,5731
HD 103774 b,0.368054,11.94879444,-12.10786111,0.070273,5.8881,0.09,318,2455675.4,1.335,HD 103774,1.43364,6489
Kepler-43 b,3.21573,19.01605833,46.66822222,0.0449294,3.024095,0,90,2454965.416,1.32,Kepler-43,1.42,6041
Kepler-76 b,1.96,19.61280778,39.619,0.0271768,1.545,0,,2440126.77,1.12,Kepler-76,1.12,6409
Kepler-310 b,,19.25596111,46.98673889,0.113307,13.930698,,90,2454967.427,,Kepler-310,0.876,5797
Kepler-222 c,,19.19373889,46.93776944,0.0913762,10.08881,,90,2455006.083,,Kepler-222,0.869,5433
KELT-6 b,0.431127,13.06545778,30.64002778,0.0794132,7.8457,0.22,80,2456269.2,1.085,KELT-6,1.58,6102
WASP-13 b,0.472376,9.340195,33.88238889,0.0537034,4.3530135,0,90,2455575.514,1.09,WASP-13,1.574,5950
Kepler-84 c,,19.88346972,40.49605556,0.107552,12.883,,,,1,Kepler-84,1.43,5755
HD 13931 b,1.88123,2.279805555,43.77344167,5.14931,4218,0.02,290,2454494,1.022,HD 13931,1.22417,5829
Kepler-58 d,,19.75723889,39.11518889,0.229287,40.101371,,90,2454965.718,,Kepler-58,1.127,6099
HAT-P-18 b,0.197162,17.08976417,33.01247222,0.0559503,5.508023,0.084,120,2454715.411,0.77,HAT-P-18,0.749,4803
Kepler-357 b,,19.41621111,44.00871944,0.0679912,6.475434,,90,2454970.579,,Kepler-357,0.834,5036
Kepler-406 c,0.00857506,19.45653639,44.96822222,0.0555527,4.62332,0,90,,1.07,Kepler-406,1.07,5538
HD 155358 c,0.807031,17.15965833,33.35638056,1.00082,391.9,0.16,180,2455345.4,0.87,HD 155358,1.49875,5760
WASP-43 b,1.7613,10.32722444,-9.80625,0.0142363,0.813475,0,90,2455528.868,0.58,WASP-43,0.598,4400
Kepler-159 c,,19.80468056,40.86878889,0.242421,43.595792,,90,2455027.545,,Kepler-159,0.663,4625
Kepler-39 b,18.1767,19.79735222,46.03427778,0.155007,21.0874,0.121,98.9,2454973.006,1.1,Kepler-39,1.39,6260
14 And b,4.68383,23.52144444,39.23640278,0.823151,185.84,0,0,2452861.4,2.15,14 And,11.38,4813
Kepler-215 b,,19.6649,45.21368889,0.086925,9.360672,,90,2455004.967,,Kepler-215,1.027,5739
Kepler-294 b,,19.15946944,46.05931111,0.0468277,3.701212,,90,2455013.276,,Kepler-294,0.976,5913
Kepler-29 b,,19.88988833,47.49122222,0.0928723,10.3376,0,90,2454982.75,1,Kepler-29,0.96,5750
Kepler-24 b,,19.36088444,38.34375,0.0800144,8.14561,0,90,2454973.569,1.03,Kepler-24,1.07,5800
Kepler-306 b,,19.23591111,40.61615,0.0544926,4.646186,,90,2455187.591,,Kepler-306,0.719,4954
Kepler-83 b,,18.8155,43.66563889,0.0778725,9.77,,,,0.66,Kepler-83,0.61,4648
81 Cet b,4.31096,2.628272222,-3.396066667,2.28088,952.7,0.206,175,2452486,1.74,81 Cet,15.7275,4845
CoRoT-3 b,21.799,19.47035139,0.121833333,0.0573788,4.2568,0,90,2454283.138,1.37,CoRoT-3,1.56,6740
Kepler-377 b,,19.6948,38.73568889,0.105463,12.509529,,90,2454970.008,,Kepler-377,1.224,5949
Kepler-126 d,,19.28981944,44.20851111,0.422434,100.283134,,90,2455078.044,,Kepler-126,1.358,6239
HAT-P-38 b,0.267451,2.358866667,32.24633333,0.0522992,4.640382,0.067,240,2455860.925,0.886,HAT-P-38,0.923,5330
Kepler-18 d,,19.87196306,44.74636111,0.117171,14.85888,0.000521567,278.379,2455169.523,0.972,Kepler-18,1.108,5383
Kepler-380 b,,18.82631111,48.75913889,0.0487448,3.930821,,90,2454968.199,,Kepler-380,1.224,6045
